,BalancingElements,ColorHarmony,Content,DoF,Light,MotionBlur,Object,Repetition,RuleOfThirds,Symmetry,VividColor,epoch,score
0,-0.16237840056419373,0.3322727084159851,0.1414661407470703,0.0012926389463245869,-0.16835133731365204,0.17758998274803162,0.3538490831851959,0.36539047956466675,-0.28696146607398987,0.48530253767967224,0.035517144948244095,0,0.046607669442892075
1,-0.12752805650234222,0.09659161418676376,-0.11775858700275421,-0.2247784286737442,0.04060016945004463,,0.43339022994041443,-0.4274426996707916,-0.4699319899082184,0.15450766682624817,0.02386089228093624,0,-0.1806400567293167
2,-0.08264394849538803,-0.03378331661224365,0.45471876859664917,-0.12570185959339142,-0.12705929577350616,0.03890826553106308,0.02164948545396328,-0.21906612813472748,-0.42410555481910706,,-0.3990064859390259,0,-0.5211308002471924
3,-0.013141423463821411,0.1944272369146347,0.04847816377878189,-0.08803403377532959,0.21721616387367249,-0.4507402181625366,0.2305304855108261,-0.18083155155181885,-0.01883796602487564,-0.20665204524993896,-0.10853662341833115,0,-0.24525709450244904
4,0.06913686543703079,-0.24623069167137146,0.4914284944534302,-0.2776259779930115,-0.2688463628292084,0.2140270620584488,0.5820236206054688,0.060659512877464294,-0.2333807796239853,0.01643114537000656,-0.014117499813437462,0,-0.24026884138584137
5,-0.5129257440567017,0.3535767197608948,-0.6441932916641235,-0.4977540671825409,-0.22437328100204468,-0.14950641989707947,0.2035275101661682,-0.04858389496803284,-0.3290931284427643,0.06892583519220352,0.10640885680913925,0,-0.23440350592136383
6,0.12399715930223465,-0.08816957473754883,-0.5530149936676025,-0.3613698482513428,-0.08295386284589767,0.048706091940402985,0.30618128180503845,0.658061146736145,-0.1310565173625946,,0.03413000330328941,0,-0.32078585028648376
7,-0.2537585496902466,-0.31389686465263367,-0.2662341594696045,-0.39990222454071045,-0.2536020874977112,,0.13573087751865387,-0.3685648441314697,0.12867522239685059,0.3036239445209503,-0.32527661323547363,0,-0.26967406272888184
8,-0.22054465115070343,-0.04119665175676346,0.29565638303756714,-0.02841954305768013,-0.03968413919210434,,-0.05519774183630943,-0.10161817073822021,-0.10027865320444107,,-0.39347779750823975,0,-0.03050795942544937
9,0.11745411902666092,0.4081476032733917,-0.12258400022983551,-0.103552907705307,0.08505838364362717,0.3004428744316101,-0.06735172867774963,-0.061971068382263184,0.09904148429632187,0.5045239925384521,-0.09837985038757324,0,0.07760099321603775
10,0.16592730581760406,0.36077070236206055,0.1476506143808365,-0.1286851465702057,0.39990556240081787,,0.010712114162743092,0.03956349566578865,0.2749994397163391,0.34600505232810974,-0.24961182475090027,0,0.20507819950580597
11,0.1032373234629631,0.4447483420372009,0.37739166617393494,-0.04720122367143631,0.00309026543982327,0.2740890681743622,0.3818609118461609,0.029359081760048866,-0.03213527798652649,-0.21538861095905304,-0.13236340880393982,0,-0.11939389258623123
12,0.32376351952552795,-0.28335437178611755,-0.1563713103532791,-0.26909929513931274,0.17320092022418976,-0.1660458743572235,-0.23465731739997864,-0.120978944003582,-0.1188768520951271,,-0.22676002979278564,0,0.38596591353416443
13,0.12907390296459198,-0.13795116543769836,-0.4104846715927124,0.13420411944389343,0.16725996136665344,0.09712737053632736,0.41694408655166626,0.23451805114746094,0.3827584385871887,0.006005742121487856,-0.10818881541490555,0,0.3205425441265106
14,0.39879199862480164,0.4639039635658264,0.10354236513376236,-0.15769840776920319,0.4166504144668579,0.019044063985347748,0.40089115500450134,0.5448232889175415,-0.10004444420337677,0.23372316360473633,0.36662963032722473,0,0.018109071999788284
15,0.29625797271728516,0.014634441584348679,0.322124719619751,0.10207275301218033,0.11182356625795364,-0.046523213386535645,0.7047106623649597,-0.04949793592095375,-0.5146309733390808,-0.17935147881507874,-0.12314164638519287,0,-0.17227037250995636
16,0.11797419935464859,-0.1923382729291916,0.056225135922431946,-0.06924708932638168,-0.2942202091217041,-0.3437584340572357,-0.3575054109096527,0.058359406888484955,0.07131505757570267,,-0.03282472863793373,0,-0.4221749007701874
17,0.15894070267677307,-0.5429072380065918,0.0931311696767807,-0.20818118751049042,-0.14010603725910187,0.29033997654914856,0.46796345710754395,-0.19188566505908966,-0.5197129845619202,0.051151495426893234,-0.06590568274259567,0,-0.3058869242668152
18,-0.23530004918575287,0.24098801612854004,-0.21368001401424408,-0.28292086720466614,-0.10207443684339523,0.10926376283168793,0.19757850468158722,-0.041701216250658035,0.22924770414829254,0.051450129598379135,-0.14077946543693542,0,0.4016653597354889
19,0.41887298226356506,-0.10679137706756592,-0.19956299662590027,-0.04168195649981499,0.04925414174795151,0.14607232809066772,0.5191582441329956,-0.399564653635025,-0.3446568548679352,0.16079729795455933,0.2962399423122406,0,-0.15001729130744934
20,-0.04264022782444954,0.0145498588681221,-0.21254831552505493,0.3647395074367523,-0.22287903726100922,-0.23990240693092346,0.4058500826358795,0.14103485643863678,-0.3903040885925293,0.2232035994529724,-0.05783136561512947,0,0.38791054487228394
21,-0.23852871358394623,0.6453465223312378,0.23037110269069672,-0.43802404403686523,-0.24345102906227112,-0.0464639849960804,0.1605922430753708,0.29003074765205383,0.031220072880387306,-0.10943302512168884,-0.29165881872177124,0,-0.19025300443172455
22,-0.01199919730424881,0.06458955258131027,0.17784132063388824,0.4459073841571808,-0.31411364674568176,,-0.026193581521511078,-0.23630018532276154,-0.332726389169693,-0.4198722541332245,-0.573941171169281,0,0.3762437403202057
23,-0.05147431418299675,0.48929092288017273,-0.033488888293504715,0.19874122738838196,0.392882764339447,-0.8433727622032166,0.5766296982765198,0.3177779018878937,-0.14291143417358398,0.683268666267395,0.1434173732995987,0,0.41861575841903687
24,-0.016250789165496826,-0.13316309452056885,-0.4330737888813019,0.23847229778766632,-0.01276460662484169,,0.5535921454429626,0.25609198212623596,-0.21878135204315186,0.5200797915458679,-0.054064057767391205,0,0.30671313405036926
25,-0.011156357824802399,-0.02973354049026966,-0.5749987363815308,0.14647869765758514,-0.18836523592472076,0.1517971158027649,0.45676690340042114,-0.020115926861763,0.029574351385235786,0.0641765370965004,-0.2538878321647644,0,-0.4058799147605896
26,0.18899224698543549,-0.4386720061302185,-0.0814465805888176,-0.4353179931640625,0.21909724175930023,-0.19801731407642365,0.6801573038101196,0.07820255309343338,-0.10159481316804886,-0.2482522875070572,-0.15047557651996613,0,-0.4024999141693115
27,0.05877276510000229,-0.019791867583990097,0.4194651246070862,-0.32677361369132996,-0.08165184408426285,,0.5638754367828369,-0.033021241426467896,-0.22927559912204742,-0.04369838908314705,0.04008128494024277,0,-0.28733158111572266
28,0.13331615924835205,-0.01487827766686678,0.4658541977405548,0.051234837621450424,-0.02910095825791359,0.16110831499099731,0.09424667805433273,0.26465290784835815,0.4329398572444916,,-0.03212696313858032,0,0.37153640389442444
29,0.3625020980834961,0.16349975764751434,-0.1760854870080948,0.08943412452936172,-0.034497663378715515,-0.36649513244628906,0.018262024968862534,-0.329338937997818,0.013871668837964535,0.30448269844055176,0.22115041315555573,0,-0.19725985825061798
30,0.4536462724208832,-0.49509525299072266,-0.4776850938796997,-0.01980259269475937,0.08805862069129944,,0.1972021460533142,0.20602679252624512,0.043628666549921036,-0.27367106080055237,-0.6238468885421753,0,0.23204854130744934
31,-0.10201648622751236,-0.46976619958877563,-0.0491957888007164,0.08428893983364105,-0.22199919819831848,-0.05895891785621643,0.1486443281173706,0.31779345870018005,-0.046554774045944214,,-0.3823637366294861,0,-0.12916399538516998
32,-0.14041784405708313,0.16147570312023163,-0.23426364362239838,-0.38788697123527527,0.04181542620062828,-0.1259225308895111,0.45473968982696533,-0.05786518007516861,-0.0018793164053931832,0.3570401668548584,0.19153666496276855,0,0.07692085951566696
33,0.02013462968170643,-0.4029349386692047,0.21894650161266327,-0.15670067071914673,0.10585769265890121,0.06308186054229736,-0.10064113140106201,0.4239566922187805,-0.2856041193008423,-0.10377756506204605,-0.42455556988716125,0,-0.1601555496454239
34,0.012301846407353878,0.367196261882782,0.021052392199635506,-0.26591771841049194,-0.021598603576421738,-0.6255136728286743,0.24615439772605896,0.04223162308335304,0.30090102553367615,0.41627243161201477,-0.28412994742393494,0,-0.23312236368656158
35,-0.003214707365259528,-0.046409040689468384,0.1910141259431839,-0.2628999352455139,-0.12489388138055801,0.11152347922325134,0.23707568645477295,0.10749531537294388,-0.42788758873939514,,-0.37186312675476074,0,-0.33728888630867004
36,-0.016581863164901733,0.18930085003376007,0.11290645599365234,-0.33982929587364197,-0.29287591576576233,0.05866505950689316,0.537627637386322,0.34375718235969543,0.19832934439182281,0.47682198882102966,0.004458745010197163,0,-0.014617069624364376
37,-0.34048327803611755,0.08986632525920868,-0.4242510497570038,-0.37608498334884644,0.08294662833213806,0.10180853307247162,0.47420093417167664,-0.08315272629261017,-0.14138858020305634,-0.3259918987751007,0.329052597284317,0,0.07695993781089783
38,-0.10801775008440018,0.28505995869636536,-0.024955181404948235,-0.39521563053131104,-0.12456604093313217,0.1627834439277649,0.6044597029685974,-0.021023092791438103,0.2891039252281189,0.10975228250026703,-0.3009263277053833,0,-0.08123181760311127
39,-0.19284005463123322,0.19390209019184113,0.5119635462760925,0.07131724059581757,0.358061820268631,-0.24801883101463318,0.672136664390564,0.5470908284187317,-0.2660037875175476,0.09741337597370148,-0.38169002532958984,0,0.10896091908216476
40,-0.09852425009012222,-0.3279469609260559,0.4609823524951935,-0.5183389782905579,-0.18390849232673645,-0.38338178396224976,0.46944567561149597,0.20108279585838318,-0.1388629674911499,0.32400932908058167,0.004937993828207254,0,-0.3090904653072357
41,0.1791595071554184,0.020422490313649178,0.37139010429382324,-0.034013185650110245,-0.16110917925834656,-0.26078349351882935,-0.151997372508049,-0.19707755744457245,0.43022242188453674,0.12495680898427963,0.38388514518737793,0,0.24465583264827728
42,0.24102303385734558,0.27072545886039734,0.6440628170967102,-0.38730713725090027,-0.1079588234424591,0.3823128640651703,0.5297064781188965,0.40392622351646423,-0.01165603008121252,-0.20007845759391785,0.2105376273393631,0,-0.1426207721233368
43,0.31814414262771606,0.48791414499282837,0.09000369906425476,0.3193112313747406,-0.40781208872795105,0.03560195863246918,0.30895090103149414,-0.029106145724654198,0.42323413491249084,0.40018925070762634,-0.3596172034740448,0,-0.018211955204606056
44,-0.21450789272785187,0.28313228487968445,0.43252071738243103,-0.1726314127445221,-0.2809489667415619,0.15172429382801056,0.36951377987861633,-0.028194013983011246,0.22017411887645721,0.12712430953979492,0.17420724034309387,0,0.10354185849428177
45,-0.10248436033725739,0.32267409563064575,0.45466354489326477,-0.3835808336734772,0.1921882927417755,-0.09304974973201752,0.2668319642543793,-0.31717365980148315,0.21115340292453766,0.2144750952720642,0.15096956491470337,0,-0.7145485281944275
46,0.043049972504377365,0.243866965174675,-0.3915357291698456,-0.34650886058807373,-0.5402389764785767,-0.14190566539764404,0.2528434693813324,-0.20467007160186768,0.16402140259742737,-0.30064821243286133,-0.42179739475250244,0,0.001268254593014717
47,0.2667151093482971,-0.050156332552433014,-0.13057313859462738,-0.265951931476593,0.17034907639026642,-0.1653548926115036,0.01654961332678795,0.23311328887939453,0.4685981273651123,-0.066738560795784,-0.3120504915714264,0,-0.21647587418556213
